80617,126455
80617,70363
80617,71137
80617,138519
80617,131622
80617,18406
80617,91382
80617,25739
80617,46091
80617,134935
80617,80441
80617,9878
80617,73319
80617,141425
86708,20258
86708,96811
86708,96250
86708,97462
86708,131109
86708,42879
86708,23311
86708,58646
86708,91144
86708,73767
52326,3896
52326,45239
52326,80415
52326,149587
52326,106437
52326,66125
52326,44560
24013,88478
24013,20912
24013,1508
24013,60710
24013,105821
24013,120376
24013,60793
24013,108360
24013,96218
24013,147540
24013,27003
24013,127799
24013,53604
24013,14590
24013,24937
24013,115666
24013,90361
42249,149738
42249,46723
42249,57164
42249,108712
42249,96279
42249,113822
42249,86104
42249,55888
42249,121833
42249,50608
42249,87787
42249,19910
42249,91802
42249,106673
42249,12780
42249,60190
42249,99136
42249,112194
42249,140929
42249,83407
2784,17657
2784,5881
2784,19817
2784,120383
2784,109725
2784,32953
2784,113998
2784,78304
2784,134085
2784,29300
2784,21610
2784,8221
2784,147084
2784,144055
2784,36799
2784,132175
2784,18036
30350,96079
30350,149554
30350,79826
30350,88438
30350,83756
30350,54988
30350,69897
30350,64906
30350,7225
30350,70726
30350,21985
30350,27790
30350,82395
30350,15867
30350,85598
30350,132442
30350,149483
30350,118288
78320,20652
78320,88749
78320,44835
32906,83678
32906,76497
32906,15544
32906,46159
32906,42738
32906,43439
32906,141783
32906,83470
83910,63719
83910,139169
83910,58441
83910,60961
83910,38883
83910,50408
83910,141575
83910,107884
83910,98616
83910,49509
83910,140871
83910,111575
83910,71536
83910,112331
83910,84856
83910,67499
83910,39369
83910,33007
83910,16891
83910,80932
75476,20851
75476,141409
75476,92619
75476,82993
75476,86654
75476,136685
75476,111406
75476,114275
11549,105357
11549,117119
11549,77392
8906,121538
8906,54710
8906,15584
8906,119082
8906,14787
8906,35887
8906,26110
8906,45196
8906,87210
8906,130763
8906,73580
8906,111342
8906,44600
8906,80633
8906,87571
8906,67267
32520,35043
32520,118140
32520,92317
32520,137547
32520,141527
32520,106027
48271,110369
48271,49475
48271,135299
48271,147957
48271,138342
48271,25253
48271,31178
48271,105467
48271,121752
48271,130971
43336,134452
43336,7525
43336,60870
43336,134958
43336,87124
43336,2327
43336,98862
43336,41780
43336,45864
43336,26584
43336,46249
43336,108069
61507,10947
61507,74334
61507,102308
61507,2167
61507,30086
61507,111576
61507,129602
61507,9006
61507,149729
61507,70577
61507,41379
61507,26386
61507,68647
61507,99608
61507,32093
49630,92332
49630,11613
49630,122566
49630,40058
49630,6179
49630,82971
50054,122214
50054,127155
50054,20061
50054,61148
50054,85783
50054,34918
50054,125931
50054,44282
50054,84717
50054,25747
85793,10950
85793,115293
85793,114675
85793,63736
85793,26973
85793,123583
85793,56661
85793,120718
85793,74491
85793,129095
85793,124592
85793,27289
12546,101931
12546,148400
12546,18692
12546,126684
12546,101461
12546,59072
12546,142763
12546,124342
12546,142852
48651,41958
48651,138233
48651,87551
48651,115962
48651,5963
48651,73064
48651,19848
48651,52775
48651,85716
48651,142299
48651,112111
48651,68508
48651,124751
48651,20271
48651,149079
48651,50010
3992,30356
3992,124104
3992,44546
3992,11105
3992,34011
3992,59757
3992,8831
3992,88413
3992,71801
3992,74567
3992,36928
3992,50890
3992,91359
96807,94056
96807,131310
96807,94881
96807,39155
96807,123760
96807,139911
96807,147866
96807,1286
96807,132538
96807,101925
96807,27896
96807,33644
96807,131254
96807,74421
96807,114168
96807,24104
96807,60659
12763,142326
12763,47412
12763,148762
12763,147179
12763,120742
12763,79742
77914,41748
77914,86618
77914,19719
77914,139871
77914,125416
77914,146601
77914,55577
77914,113179
77914,30636
77914,20647
77914,76283
77914,31089
77914,144255
77914,39031
71889,92355
71889,44438
71889,131096
71889,95422
71889,94827
71889,139106
71889,79804
71889,38032
71889,98999
71889,49063
71889,121181
71889,13585
71889,89153
71889,5488
73449,76930
73449,97951
73449,134781
73449,68131
73449,72765
73449,47653
53744,101418
53744,19262
53744,88273
53744,140923
80664,72373
80664,55044
80664,116529
80664,71163
80664,48918
80664,57332
80664,44175
80664,53147
80664,77885
80664,143301
80664,116360
13348,95031
13348,72653
13348,134577
13348,18241
13348,129547
13348,119724
13348,85066
13348,11451
13348,22097
13348,101910
92353,51014
92353,20408
92353,56559
92353,76013
92353,72355
92353,100610
92353,93453
92353,132486
69750,37526
69750,26721
69750,82560
69750,18983
69750,56969
69750,61353
51096,54454
51096,103137
51096,79544
51096,143810
51096,119033
51096,140344
51096,12168
51096,70749
51096,94777
51096,25928
52949,37030
52949,25004
52949,6534
52949,11897
52949,56413
52949,85395
52949,89596
52949,21162
52949,123651
52949,65363
52949,29790
52949,69387
52949,84011
52949,117709
52949,46712
64322,50264
64322,71674
64322,86890
64322,109390
64322,105306
64322,141031
67324,125792
67324,44766
67324,35110
67324,107339
67324,31487
67324,104902
67324,106202
67324,39403
67324,108765
67324,122246
67324,33342
67324,12332
67324,116564
67324,125179
67324,23024
67324,24759
67324,112466
67324,48683
67324,143720
67324,5974
82960,2842
82960,97865
82960,30138
82960,110526
82960,68038
82960,81002
82960,141966
82960,74293
82960,140622
82960,64692
82960,65553
82960,23931
82960,22137
95905,125479
95905,126537
95905,10844
95905,129807
95905,59609
95905,135066
95905,21396
95905,94040
95905,63654
95905,137130
95905,88625
40173,102996
40173,89859
40173,108492
40173,63865
40173,92932
40173,138160
40173,68375
40173,72919
40173,13190
40173,139105
15278,23769
15278,129789
15278,89294
15278,96656
15278,104901
15278,21666
83357,48257
83357,6575
83357,109445
83357,35608
83357,46453
83357,96253
83357,34625
83357,7670
83357,92302
83357,2841
83357,29752
83357,87080
83357,56057
83357,53892
83357,132234
83357,68149
83357,16990
83357,35063
30634,91020
30634,20774
30634,16622
30634,74170
30634,50563
30634,133704
30634,131302
30634,32618
30634,146533
30634,61920
30634,73699
30634,72846
68642,99689
68642,69281
68642,11999
68642,126729
68642,39945
68642,102380
68642,39307
68642,136370
68642,55899
68642,124130
68642,75763
68642,84286
68642,75896
68642,147185
3311,53868
3311,80375
3311,95671
3311,46562
3311,114042
3311,84965
3311,25436
3311,101022
3311,49318
3311,109778
55211,55255
55211,135664
55211,75429
55211,56249
55211,63547
55211,63774
55211,149444
55211,37872
55211,8427
55211,43235
37185,80352
37185,35524
37185,72723
37185,23965
37185,52247
37185,14476
37185,13564
37185,53600
37185,108261
37185,61894
37185,32853
76401,88285
76401,56105
76401,25522
77104,140550
77104,39421
77104,113602
77104,19361
77104,131444
77104,52080
77104,102866
77104,30643
77104,89473
77104,98240
77104,32551
77104,146836
77104,117986
77104,54806
77104,86407
77104,26838
77104,25414
77104,80323
67863,18086
67863,46718
67863,147223
67863,127222
67863,24310
67863,2017
67863,83193
67863,1242
67863,54960
67863,87407
67863,67441
67863,24308
67863,88635
67863,54033
67863,33465
67863,75945
67863,85588
65050,89593
65050,26625
65050,124290
65050,138654
65050,140844
65050,85044
65050,94981
65050,107157
65050,30721
65050,90476
65050,65137
65050,48735
65050,3773
65050,67476
53768,125317
53768,88848
53768,145506
53768,92868
53768,90251
53768,142111
53768,120312
53768,73986
53768,78577
53768,36623
53768,91851
53768,54166
53768,79719
53768,91634
34639,104622
34639,6353
34639,118229
34639,93174
10484,82600
10484,142723
10484,6920
10484,2796
10484,126966
10484,111017
10484,3554
10484,104494
10484,20051
10484,127096
10484,120647
10484,99076
10484,79297
10484,46329
10484,113133
10484,115676
10484,96113
70597,104669
70597,66778
70597,80968
70597,144253
70597,53627
70597,14789
70597,110222
70597,27175
59371,91630
59371,19192
59371,45172
59371,14420
59371,86270
59371,70921
59371,118984
59371,119406
59371,38458
59371,108415
59371,16757
59371,92730
59371,17037
59371,6210
59371,147988
30374,9037
30374,8492
30374,17937
30374,116405
30374,7487
30374,116055
58105,76818
58105,102654
58105,19222
78830,124039
78830,134270
78830,140211
78830,60572
78830,107089
78830,15316
78830,141734
78830,34720
78830,96092
78830,135865
78830,36013
78830,46647
78830,128734
78830,105181
78830,74774
78830,118300
78830,120788
78830,142648
25665,54019
25665,8345
25665,130143
25665,89634
25665,85173
25665,34503
25665,54613
25665,127508
25665,34595
25665,134363
25665,5151
25665,12493
25665,132101
25665,41931
25665,73644
25665,79881
25665,148940
25665,95728
25665,28742
15260,11191
15260,17839
15260,97992
15260,46795
15260,3101
15260,89048
15260,36568
15260,113795
15260,127996
15260,37945
15260,94252
15260,81560
15260,113417
15260,9862
15260,138851
71488,8531
71488,103154
71488,96088
71488,78248
71488,25261
71488,113484
71488,46874
71488,85681
71488,73199
71488,111923
36754,7324
36754,91163
36754,110743
36754,41141
36754,55265
36754,132158
36754,102955
33349,104192
33349,37579
33349,126614
33349,7030
33349,105045
33349,122865
33349,1365
33349,74734
33349,83423
33349,39436
33349,77123
33349,137375
74368,86174
74368,65378
74368,86319
74368,55670
74368,39897
74368,42226
43295,137571
43295,130703
43295,9078
43295,32611
43295,98923
43295,35106
43295,18796
43295,105415
43295,19348
43295,8335
43295,88600
43295,147638
43295,25303
43295,1018
43295,82362
43295,139040
69313,102696
69313,135534
69313,3214
69313,28010
69313,61952
69313,59273
69313,67221
69313,87486
69313,19969
69313,5673
69313,130952
69313,102208
69313,128438
69313,123433
69313,87840
69313,128744
69313,32617
69313,910
35169,26969
35169,40749
35169,79117
35169,78045
35169,130794
35169,91022
35169,28852
35169,55647
35169,65180
35169,92443
35169,30809
35169,25036
35169,68883
35169,141628
35169,133888
35169,81756
35169,140337
35169,132464
53914,31914
53914,94154
53914,21088
53914,114735
53914,37403
53914,135026
53914,70664
53914,34377
53914,47151
53914,56712
53914,30906
53914,19440
53914,144222
53914,114029
15511,62427
15511,62844
15511,18066
15511,96399
15511,132060
15511,124674
15511,25509
15511,84052
15511,102352
15511,70157
15511,66592
15511,1521
15511,94387
15511,73729
15511,141000
15511,114702
2698,77115
2698,111836
2698,845
2698,108006
2698,118298
2698,148712
2698,146671
2698,55804
2698,104909
2698,148163
2698,79209
75636,81022
75636,95783
75636,4186
75636,99431
75636,122212
75636,65747
75636,95623
75636,144057
75636,149277
75636,53816
75636,18982
75636,138398
75636,149468
75636,10431
75636,134045
70475,54947
70475,47172
70475,45795
70475,76982
70475,33278
70475,148306
70475,121344
70475,123465
70475,135164
70475,59726
70475,71868
70475,2434
70475,100233
70475,32108
70475,103953
70475,99387
70475,77482
70475,52306
81747,147170
81747,36885
81747,106650
81747,26335
81747,5184
81747,33947
81747,105210
81747,22524
81747,115762
81747,59682
81747,54093
69606,82747
69606,3398
69606,50694
69606,23649
69606,123122
69606,23350
69606,21763
69606,63108
69606,132804
69606,85578
69606,148808
69606,84284
69606,20609
69606,52658
47855,59661
47855,81546
47855,116114
47855,16520
47855,92693
47855,126810
47855,61201
47855,125812
47855,105293
47855,18059
47855,83242
47855,136158
47855,77273
47855,7160
47855,74097
47855,62303
47855,142186
47855,85734
47855,19151
34128,40082
34128,133073
34128,111266
34128,42866
34128,48210
34128,82828
34128,118425
34128,62149
34128,65368
34128,5986
34128,142829
34128,40514
34128,100578
34128,41274
34128,25646
34128,122616
50859,62439
50859,14374
50859,135253
50859,130373
50859,129369
50859,15293
50859,132885
50859,36815
50859,3277
50859,139949
50859,125811
50859,116908
2318,93425
2318,93158
2318,141411
2318,40668
2318,30007
2318,8367
2318,45922
2318,132061
2318,106747
2318,116284
2318,142808
2318,135094
2318,69467
2318,45290
2318,78193
2318,35077
2318,66750
2318,49454
2318,148441
8877,29502
8877,149067
8877,31571
8877,122839
8877,20648
8877,133632
8877,72145
8877,86683
28688,94834
28688,70735
28688,80161
28688,12137
28688,41865
28688,142788
28688,115810
62756,56010
62756,30775
62756,76358
62756,118884
62756,81412
62756,125954
62756,63433
62756,145304
62756,79378
62756,145073
62756,53458
62756,565
62756,147830
62756,108135
62756,77341
62756,31614
62756,66305
62756,103569
62756,75206
62756,136081
59451,69602
59451,31406
59451,38425
59451,123846
59451,95246
59451,57998
59451,29730
59451,84175
59451,11657
59451,67807
59451,108776
59451,79013
59451,23347
59451,126137
17781,104715
17781,11435
17781,114598
17781,30567
17781,29468
17781,19084
17781,94615
17781,14354
17781,89726
17781,73050
17781,27110
17781,86788
17781,95595
17781,13835
17781,39577
17781,96086
17781,42553
39713,140227
39713,113868
39713,15862
39713,14841
39713,110030
39713,146080
39713,42035
39713,149940
39713,135862
39713,87106
79092,32455
79092,125345
79092,128640
79092,142959
79092,51543
79092,107064
79092,118097
79092,69255
79092,56036
79092,80849
79092,137285
79092,80245
79092,96543
79092,148932
79092,103502
31346,111722
31346,41467
31346,50275
31346,77492
31346,111963
31346,90777
31346,88180
31346,114541
31346,121479
31346,42703
31346,105889
31346,139481
85119,12906
85119,65900
85119,91496
85119,53908
85119,67027
85119,133536
85119,55609
